"Time","dev-k8s-lc869-01","dev-k8s-lc869-02","dev-k8s-lc869-03","dev-k8s-lc869-04","dev-k8s-lc869-05","dev-k8s-lc869-06","dev-k8s-lc869-07","dev-k8s-lc869-08","dev-k8s-lc869-09","dev-k8s-lc869-10","dev-k8s-lc869-11","dev-k8s-lc869-12","dev-k8s-lc869-13","dev-k8s-lc869-14","dev-k8s-lc869-15","dev-k8s-lc869-16","dev-k8s-lc869-17","dev-k8s-lc869-18","dev-k8s-lc869-19"
1748381933000,7,7,6,6,7,6,5,6,6,6,5,6,7,7,6,6,5,6,6
1748381934000,7,7,6,6,7,5,5,6,6,6,5,5,7,7,6,6,5,6,7
1748381935000,7,7,6,6,7,5,5,6,6,6,5,5,7,7,6,6,5,6,7
1748381936000,7,7,6,8,7,5,6,6,6,6,6,5,7,7,6,6,5,7,7
1748381937000,7,5,6,8,7,5,6,6,6,7,6,5,7,7,6,6,6,7,7
1748381938000,6,5,6,8,7,5,6,6,6,7,6,5,7,6,6,7,6,7,7
1748381939000,6,5,6,8,7,6,6,6,6,7,6,5,6,6,6,7,6,7,7
1748381940000,6,5,6,8,7,6,6,7,6,7,6,5,6,6,6,7,6,7,7
1748381941000,6,5,6,6,7,6,6,7,5,7,5,5,6,6,6,7,6,6,7
1748381942000,6,7,6,6,7,6,6,7,5,6,5,5,6,6,6,7,7,6,7
1748381943000,6,7,6,6,7,6,6,7,5,6,5,5,6,7,6,7,7,6,7
1748381944000,6,7,5,6,7,6,6,7,5,6,5,5,6,7,5,7,7,6,6
1748381945000,6,7,5,6,7,6,6,6,5,6,5,5,6,7,5,7,7,6,6
1748381946000,6,7,5,7,6,6,5,6,5,6,5,5,6,7,5,7,7,6,6
1748381947000,6,6,5,7,6,6,5,6,5,7,5,5,6,7,5,7,6,6,6
1748381948000,6,6,5,7,6,6,5,6,5,7,5,5,6,6,5,6,6,6,6
1748381949000,6,6,6,7,6,6,5,6,5,7,5,6,6,6,7,6,6,6,7
1748381950000,6,6,6,7,6,6,5,6,5,7,5,6,6,6,7,6,6,6,7
1748381951000,6,6,6,7,7,6,6,6,6,7,5,6,6,6,7,6,6,5,7
1748381952000,6,6,6,7,7,6,6,6,6,6,5,6,6,6,7,6,7,5,7
1748381953000,6,6,6,7,7,6,6,6,6,6,5,6,6,7,7,7,7,5,7
1748381954000,6,6,6,7,7,5,6,6,6,6,5,6,6,7,6,7,7,5,7
1748381955000,6,6,6,7,7,5,6,6,6,6,5,6,6,7,6,7,7,5,7
1748381956000,6,6,6,6,7,5,6,6,7,6,6,6,6,7,6,7,7,6,7
1748381957000,6,7,6,6,7,5,6,6,7,5,6,6,6,7,6,7,7,6,7
1748381958000,6,7,6,6,7,5,6,6,7,5,6,6,6,6,6,7,7,6,7
1748381959000,6,7,5,6,7,6,6,6,7,5,6,6,6,6,5,7,7,6,7
1748381960000,6,7,5,6,7,6,6,6,7,5,6,6,6,6,5,7,7,6,7
1748381961000,6,7,5,7,6,6,5,6,6,5,6,6,6,6,5,7,7,6,7
1748381962000,6,6,5,7,6,6,5,6,6,6,6,6,6,6,5,7,6,6,7
1748381963000,6,6,5,7,6,6,5,6,6,6,6,6,6,6,5,7,6,6,7
1748381964000,6,6,6,7,6,6,5,6,6,6,6,5,6,6,6,7,6,6,6
1748381965000,6,6,6,7,6,6,5,7,6,6,6,5,6,6,6,7,6,6,6
1748381966000,6,6,6,7,6,6,6,7,6,6,5,5,6,6,6,7,6,7,6
1748381967000,6,7,6,7,6,6,6,7,6,6,5,5,6,6,6,7,6,7,6
1748381968000,7,7,6,7,6,6,6,7,6,6,5,5,6,7,6,7,6,7,6
1748381969000,7,7,6,7,6,6,6,7,6,6,5,6,6,7,5,7,6,7,6
1748381970000,7,7,6,7,6,6,6,6,6,6,5,6,6,7,5,7,6,7,6
1748381971000,7,7,6,6,6,6,5,6,6,6,6,6,6,7,5,7,6,5,6
1748381972000,7,7,6,6,6,6,5,6,6,7,6,6,6,7,5,7,5,5,6
1748381973000,7,7,6,6,6,6,5,6,6,7,6,6,6,6,5,7,5,5,6
1748381974000,7,7,6,6,6,6,5,6,6,7,6,5,7,6,5,7,5,5,6
1748381975000,7,7,6,6,6,6,5,6,6,7,6,5,7,6,5,7,5,5,6
1748381976000,7,7,6,7,6,6,5,6,6,7,5,5,7,6,5,7,5,5,6
1748381977000,7,7,6,7,6,6,5,6,6,7,5,5,7,6,5,7,6,5,6
1748381978000,5,7,6,7,6,6,5,6,6,7,5,5,7,6,5,6,6,5,6
1748381979000,5,7,6,7,6,6,5,6,6,7,5,5,7,6,4,6,6,5,7
1748381980000,5,7,6,7,6,6,5,6,6,7,5,5,7,6,4,6,6,5,7
1748381981000,5,7,6,6,5,6,5,6,6,7,6,5,7,6,4,6,6,8,7
1748381982000,5,5,6,6,5,6,5,6,6,7,6,5,7,6,4,6,6,8,7
1748381983000,6,5,6,6,5,6,5,6,6,7,6,5,7,6,4,6,6,8,7
1748381984000,6,5,5,6,5,5,5,6,6,7,6,5,7,6,5,6,6,8,5
1748381985000,6,5,5,6,5,5,5,6,6,7,6,5,7,6,5,6,6,8,5
1748381986000,6,5,5,7,6,5,7,6,6,7,5,5,7,6,5,6,6,7,5
1748381987000,6,6,5,7,6,5,7,6,6,6,5,5,7,6,5,6,5,7,5
1748381988000,6,6,5,7,6,5,7,6,6,6,5,5,7,6,5,6,5,7,5
1748381989000,6,6,5,7,6,6,7,6,6,6,5,5,7,6,6,6,5,7,6
1748381990000,6,6,5,7,6,6,7,5,6,6,5,5,7,6,6,6,5,7,6
1748381991000,6,6,5,5,7,6,5,5,6,6,5,5,7,6,6,6,5,6,6
1748381992000,6,6,5,5,7,6,5,5,6,6,5,5,7,6,6,6,5,6,6
1748381993000,5,6,5,5,7,6,5,5,6,6,5,5,7,6,6,6,5,6,6
1748381994000,5,6,4,5,7,6,5,5,6,6,5,4,4,6,4,6,5,6,4
1748381995000,5,6,4,5,7,6,5,4,6,6,5,4,4,6,4,6,5,6,4
1748381996000,5,6,4,4,4,6,3,4,6,6,4,4,4,6,4,6,5,3,4
1748381997000,5,6,4,4,4,6,3,4,6,3,4,4,4,6,4,6,3,3,4
1748381998000,5,6,4,4,4,6,3,4,6,3,4,4,4,3,4,5,3,3,4
1748381999000,5,6,4,4,4,5,3,4,6,3,4,3,4,3,1,5,3,3,4
1748382000000,5,6,4,4,4,5,3,1,6,3,4,3,4,3,1,5,3,3,4
1748382001000,5,6,4,5,4,5,3,1,4,3,4,3,4,3,1,5,3,4,4
1748382002000,5,4,4,5,4,5,3,1,4,2,4,3,4,3,1,5,1,4,4
1748382003000,1,4,4,5,4,5,3,1,4,2,4,3,4,1,1,1,1,4,4
1748382004000,1,4,4,5,4,3,3,1,4,2,4,1,1,1,1,1,1,4,1
1748382005000,1,4,4,5,4,3,3,1,4,2,4,1,1,1,1,1,1,4,1
1748382006000,1,4,4,4,1,3,1,1,1,2,4,1,1,1,1,1,1,1,1
1748382007000,1,1,4,4,1,3,1,1,1,1,4,1,1,1,1,1,1,1,1
1748382008000,1,1,4,4,1,3,1,1,1,1,4,1,1,1,1,1,1,1,1
1748382009000,1,1,1,4,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1
1748382010000,1,1,1,4,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1
1748382011000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1748382012000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1748382013000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1748382014000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1748382015000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1748382016000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
