"Time","dev-k8s-lc869-01","dev-k8s-lc869-02","dev-k8s-lc869-03","dev-k8s-lc869-04","dev-k8s-lc869-05","dev-k8s-lc869-06","dev-k8s-lc869-07","dev-k8s-lc869-08","dev-k8s-lc869-09","dev-k8s-lc869-10","dev-k8s-lc869-11","dev-k8s-lc869-12","dev-k8s-lc869-13","dev-k8s-lc869-14","dev-k8s-lc869-15","dev-k8s-lc869-16","dev-k8s-lc869-17","dev-k8s-lc869-18","dev-k8s-lc869-19"
1748380183000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1748380184000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1748380185000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1748380186000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1748380187000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1748380188000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1748380189000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1748380190000,0,2,0,0,0,0,0,0,0,0,2,0,1,0,0,2,0,0,0
1748380191000,0,2,0,0,0,0,2,3,0,0,2,0,1,0,4,2,0,0,3
1748380192000,0,2,0,4,0,0,2,3,0,0,2,0,1,0,4,2,4,0,3
1748380193000,5,2,0,4,5,0,2,3,5,0,2,4,1,4,4,2,4,0,3
1748380194000,5,2,5,4,5,0,2,3,5,0,2,4,1,4,4,2,4,0,3
1748380195000,5,6,5,4,5,6,2,3,5,6,7,4,6,4,4,2,4,7,3
1748380196000,5,6,5,4,5,6,7,7,5,6,7,4,6,4,7,7,4,7,7
1748380197000,5,6,5,7,5,6,7,7,5,6,7,4,6,4,7,7,7,7,7
1748380198000,7,6,5,7,7,6,7,7,7,6,7,7,6,7,7,7,7,7,7
1748380199000,7,6,5,7,7,6,7,7,7,6,7,7,6,7,7,7,7,7,7
1748380200000,7,6,5,7,7,7,7,7,7,7,6,7,6,7,7,7,7,7,7
1748380201000,7,6,5,7,7,7,7,6,7,7,6,7,6,7,7,4,7,7,6
1748380202000,7,6,5,6,7,7,7,6,7,7,6,7,6,7,7,4,7,7,6
1748380203000,7,6,5,6,5,7,7,6,6,7,6,6,6,6,7,4,7,7,6
1748380204000,7,6,5,6,5,7,7,6,6,7,6,6,6,6,7,4,7,7,6
1748380205000,7,6,5,6,5,6,7,6,6,7,6,6,6,6,7,4,7,4,6
1748380206000,7,6,5,6,5,6,4,4,6,7,6,6,6,6,4,4,7,4,6
1748380207000,7,6,5,7,5,6,4,4,6,7,6,6,6,6,4,4,7,4,6
1748380208000,7,6,5,7,7,6,4,4,6,7,6,7,6,7,4,4,7,4,6
1748380209000,7,6,6,7,7,6,4,4,6,7,6,7,6,7,4,4,7,4,6
1748380210000,7,6,6,7,7,7,4,4,6,7,6,7,6,7,4,7,7,7,6
1748380211000,7,6,6,7,7,7,7,7,6,7,6,7,6,7,7,7,7,7,7
1748380212000,7,6,6,6,7,7,7,7,6,7,6,7,6,7,7,7,7,7,7
1748380213000,5,6,6,6,7,7,7,7,6,7,6,7,6,5,7,7,7,7,7
1748380214000,5,6,6,6,7,7,7,7,6,7,6,7,6,5,7,7,7,7,7
1748380215000,5,4,6,6,7,6,7,7,6,4,7,7,6,5,7,7,7,7,7
1748380216000,5,4,6,6,7,6,7,5,6,4,7,7,6,5,6,7,7,7,6
1748380217000,5,4,6,5,7,6,7,5,6,4,7,7,6,5,6,7,4,7,6
1748380218000,6,4,6,5,6,6,7,5,6,4,7,7,6,6,6,7,4,7,6
1748380219000,6,4,5,5,6,6,7,5,6,4,7,7,7,6,6,7,4,7,6
1748380220000,6,5,5,5,6,6,7,5,6,7,6,7,7,6,6,7,4,7,6
1748380221000,6,5,5,5,6,6,7,4,6,7,6,7,7,6,7,7,4,7,6
1748380222000,6,5,5,5,6,6,7,4,6,7,6,7,7,6,7,7,6,7,6
1748380223000,5,5,5,5,7,6,7,4,7,7,6,7,7,7,7,7,6,7,6
1748380224000,5,5,6,5,7,6,7,4,7,7,6,7,7,7,7,7,6,7,6
1748380225000,5,6,6,5,7,7,7,4,7,6,5,7,7,7,7,6,6,6,6
1748380226000,5,6,6,5,7,7,6,7,7,6,5,7,7,7,7,6,6,6,5
1748380227000,5,6,6,5,7,7,6,7,7,6,5,7,7,7,7,6,6,6,5
1748380228000,6,6,6,5,6,7,6,7,6,6,5,6,7,6,7,6,6,6,5
1748380229000,6,6,5,5,6,7,6,7,6,6,5,6,5,6,7,6,6,6,5
1748380230000,6,6,5,5,6,5,6,7,6,6,7,6,5,6,7,5,6,5,5
1748380231000,6,6,5,5,6,5,7,7,6,6,7,6,5,6,7,5,6,5,7
1748380232000,6,6,5,7,6,5,7,7,6,6,7,6,5,6,7,5,7,5,7
1748380233000,6,6,5,7,6,5,7,7,5,6,7,6,5,7,7,5,7,5,7
1748380234000,6,6,5,7,6,5,7,7,5,6,7,6,6,7,7,5,7,5,7
1748380235000,6,6,5,7,6,6,7,7,5,7,6,6,6,7,7,7,7,6,7
1748380236000,6,6,5,7,6,6,7,7,5,7,6,6,6,7,6,7,7,6,7
1748380237000,6,6,5,7,6,6,7,7,5,7,6,6,6,7,6,7,7,6,7
1748380238000,7,6,5,7,7,6,7,7,6,7,6,5,6,6,6,7,7,6,7
1748380239000,7,6,6,7,7,6,7,7,6,7,6,5,6,6,6,7,7,6,7
1748380240000,7,6,6,7,7,6,7,7,6,5,5,5,6,6,6,7,7,7,7
1748380241000,7,6,6,7,7,6,6,7,6,5,5,5,6,6,6,7,7,7,7
1748380242000,7,6,6,7,7,6,6,7,6,5,5,5,6,6,6,7,4,7,7
1748380243000,6,6,6,7,6,6,6,7,7,5,5,7,6,7,6,7,4,7,7
1748380244000,6,6,3,7,6,6,6,7,7,5,5,7,6,7,6,7,4,7,7
1748380245000,6,6,3,7,6,7,6,7,7,6,7,7,6,7,6,7,4,5,7
1748380246000,6,6,3,7,6,7,5,4,7,6,7,7,6,7,4,7,4,5,6
1748380247000,6,6,3,6,6,7,5,4,7,6,7,7,6,7,4,7,7,5,6
1748380248000,7,6,3,6,7,7,5,4,6,6,7,6,6,4,4,7,7,5,6
1748380249000,7,6,6,6,7,7,5,4,6,6,7,6,6,4,4,7,7,5,6
1748380250000,7,5,6,6,7,7,5,4,6,7,5,6,7,4,4,7,7,7,6
1748380251000,7,5,6,6,7,7,7,6,6,7,5,6,7,4,6,7,7,7,4
1748380252000,7,5,6,5,7,7,7,6,6,7,5,6,7,4,6,7,6,7,4
1748380253000,3,5,6,5,5,7,7,6,5,7,5,4,7,4,6,7,6,7,4
1748380254000,3,5,5,5,5,7,7,6,5,7,5,4,7,4,6,7,6,7,4
1748380255000,3,5,5,5,5,4,7,6,5,6,7,4,7,4,6,7,6,6,4
1748380256000,3,5,5,5,5,4,6,4,5,6,7,4,7,4,7,7,6,6,6
1748380257000,3,5,5,6,5,4,6,4,5,6,7,4,7,4,7,7,6,6,6
1748380258000,6,5,5,6,4,4,6,4,6,6,7,6,7,7,7,7,4,6,6
1748380259000,6,5,4,6,4,4,6,4,6,6,7,6,7,7,7,7,4,6,6
1748380260000,6,5,4,6,4,7,6,4,6,6,6,6,7,7,7,7,4,4,6
1748380261000,6,5,4,6,4,7,3,7,6,6,6,6,7,7,4,7,4,4,7
1748380262000,6,5,4,7,4,7,3,7,6,6,6,6,7,7,4,7,7,4,7
1748380263000,7,5,4,7,5,7,3,7,6,6,6,6,7,6,4,7,7,4,7
1748380264000,7,5,6,7,5,7,3,7,6,6,6,6,6,6,4,7,7,4,7
1748380265000,7,6,6,7,5,7,3,7,6,7,6,6,6,6,4,7,7,7,7
1748380266000,7,6,6,7,5,7,6,6,6,7,6,6,6,6,4,6,7,7,6
1748380267000,7,6,6,5,5,7,6,6,6,7,6,6,6,6,4,6,4,7,6
1748380268000,5,6,6,5,7,7,6,6,6,7,6,6,6,7,4,6,4,7,6
1748380269000,5,6,3,5,7,7,6,6,6,7,6,6,4,7,4,6,4,7,6
1748380270000,5,5,3,5,7,6,6,6,6,3,7,6,4,7,4,7,4,5,6
1748380271000,5,5,3,5,7,6,7,7,6,3,7,6,4,7,6,7,4,5,7
1748380272000,5,5,3,6,7,6,7,7,6,3,7,6,4,7,6,7,7,5,7
1748380273000,7,5,3,6,7,6,7,7,6,3,7,6,4,4,6,7,7,5,7
1748380274000,7,5,5,6,7,6,7,7,6,3,7,6,6,4,6,7,7,5,7
1748380275000,7,5,5,6,7,7,7,7,6,6,7,6,6,4,6,5,7,6,7
1748380276000,7,5,5,6,7,7,7,5,6,6,7,6,6,4,5,5,7,6,5
1748380277000,7,5,5,5,7,7,7,5,6,6,7,6,6,4,5,5,7,6,5
1748380278000,5,5,5,5,6,7,7,5,6,6,7,6,6,4,5,5,7,6,5
1748380279000,5,5,5,5,6,7,7,5,6,6,7,6,5,4,5,5,7,6,5
1748380280000,5,4,5,5,6,6,7,5,6,5,5,6,5,4,5,3,7,5,5
1748380281000,5,4,5,5,6,6,4,2,6,5,5,6,5,4,3,3,7,5,3
1748380282000,5,4,5,3,6,6,4,2,6,5,5,6,5,4,3,3,2,5,3
1748380283000,5,4,5,3,5,6,4,2,3,5,5,5,5,2,3,3,2,5,3
1748380284000,5,4,2,3,5,6,4,2,3,5,5,5,4,2,3,3,2,5,3
1748380285000,5,2,2,3,5,2,4,2,3,4,4,5,4,2,3,1,2,3,3
1748380286000,5,2,2,3,5,2,1,2,3,4,4,5,4,2,2,1,2,3,2
1748380287000,5,2,2,2,5,2,1,2,3,4,4,5,4,2,2,1,4,3,2
1748380288000,5,2,2,2,2,2,1,2,2,4,4,2,4,2,2,1,4,3,2
1748380289000,5,2,1,2,2,2,1,2,2,4,4,2,0,2,2,1,4,3,2
1748380290000,5,1,1,2,2,0,1,2,2,3,3,2,0,2,2,0,4,2,2
1748380291000,5,1,1,2,2,0,0,0,2,3,3,2,0,2,1,0,4,2,0
1748380292000,5,1,1,0,2,0,0,0,2,3,3,2,0,2,1,0,0,2,0
1748380293000,0,1,1,0,0,0,0,0,0,3,3,0,0,0,1,0,0,2,0
1748380294000,0,1,0,0,0,0,0,0,0,3,3,0,0,0,1,0,0,2,0
1748380295000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1748380296000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1748380297000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1748380298000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1748380299000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1748380300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1748380301000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1748380302000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1748380303000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1748380304000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1748380305000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1748380306000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1748380307000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1748380308000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1748380309000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1748380310000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1748380311000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1748380312000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1748380313000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
