"Time","dev-k8s-lc869-01","dev-k8s-lc869-02","dev-k8s-lc869-03","dev-k8s-lc869-04","dev-k8s-lc869-05","dev-k8s-lc869-06","dev-k8s-lc869-07","dev-k8s-lc869-08","dev-k8s-lc869-09","dev-k8s-lc869-10","dev-k8s-lc869-11","dev-k8s-lc869-12","dev-k8s-lc869-13","dev-k8s-lc869-14","dev-k8s-lc869-15","dev-k8s-lc869-16","dev-k8s-lc869-17","dev-k8s-lc869-18","dev-k8s-lc869-19"
1748387633000,3,3,1,3,2,3,2,1,2,3,2,2,3,3,2,3,1,2,3
1748387634000,3,3,2,3,2,3,2,1,2,3,2,2,2,3,2,3,1,2,3
1748387635000,3,3,2,3,2,3,2,2,2,3,2,2,2,3,2,3,1,2,3
1748387636000,3,3,2,3,2,3,2,2,2,3,2,2,2,3,2,3,1,2,3
1748387637000,3,3,2,3,2,3,2,2,2,3,2,2,2,3,2,3,2,2,3
1748387638000,3,3,2,3,2,3,2,2,2,3,2,2,2,2,2,3,2,2,3
1748387639000,3,3,2,3,2,3,2,2,2,3,2,2,2,2,2,3,2,2,3
1748387640000,3,3,2,3,2,3,2,2,2,3,2,2,2,2,2,3,2,2,3
1748387641000,3,3,2,3,2,3,1,2,2,3,2,2,2,2,2,3,2,2,3
1748387642000,3,3,2,3,2,3,1,2,2,3,2,2,2,2,2,3,2,2,3
1748387643000,3,3,2,3,2,3,1,2,2,3,2,2,2,1,2,3,2,2,3
1748387644000,3,3,2,3,2,3,1,2,2,3,2,1,2,1,1,3,2,2,2
1748387645000,3,3,2,3,2,3,1,2,2,3,2,1,2,1,1,3,2,2,2
1748387646000,3,3,2,3,2,3,1,2,1,3,1,1,2,1,1,3,2,2,2
1748387647000,3,3,2,3,2,3,1,2,1,3,1,1,2,1,1,3,2,2,2
1748387648000,2,3,2,3,2,3,1,2,1,3,1,1,2,1,1,2,2,2,2
1748387649000,2,3,2,3,2,3,1,2,1,3,1,1,2,1,1,2,2,2,2
1748387650000,2,3,2,3,2,3,1,2,1,3,1,1,2,1,1,2,2,2,2
1748387651000,2,3,2,3,1,3,1,2,1,3,1,1,2,1,1,2,2,2,2
1748387652000,2,3,2,3,1,3,1,2,1,1,1,1,2,1,1,2,2,2,2
1748387653000,2,3,2,3,1,3,1,2,1,1,1,1,2,1,1,2,2,2,2
1748387654000,2,3,2,3,1,3,1,2,1,1,1,1,1,1,1,2,2,2,2
1748387655000,2,3,2,3,1,3,1,2,1,1,1,1,1,1,1,2,2,2,2
1748387656000,2,3,2,3,1,3,1,2,1,1,1,1,1,1,1,2,2,1,2
1748387657000,2,3,2,3,1,3,1,2,1,1,1,1,1,1,1,2,2,1,2
1748387658000,2,3,2,3,1,3,1,2,1,1,1,1,1,1,1,2,2,1,2
1748387659000,2,3,2,3,1,3,1,2,1,1,1,1,1,1,1,2,2,1,2
1748387660000,2,3,2,3,1,3,1,2,1,1,1,1,1,1,1,2,2,1,2
1748387661000,2,3,2,3,1,3,1,2,1,1,1,1,1,1,1,2,2,1,2
1748387662000,2,1,2,3,1,3,1,2,1,1,1,1,1,1,1,2,1,1,2
1748387663000,1,1,2,3,1,3,1,2,1,1,1,1,1,1,1,1,1,1,2
1748387664000,1,1,1,3,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1
1748387665000,1,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
1748387666000,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
1748387667000,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
1748387668000,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
1748387669000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1748387670000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1748387671000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1748387672000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1748387673000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1748387674000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1748387675000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1748387676000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1748387677000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1748387678000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1748387679000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1748387680000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1748387681000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
