"Time","dev-k8s-lc869-01","dev-k8s-lc869-02","dev-k8s-lc869-03","dev-k8s-lc869-04","dev-k8s-lc869-05","dev-k8s-lc869-06","dev-k8s-lc869-07","dev-k8s-lc869-08","dev-k8s-lc869-09","dev-k8s-lc869-10","dev-k8s-lc869-11","dev-k8s-lc869-12","dev-k8s-lc869-13","dev-k8s-lc869-14","dev-k8s-lc869-15","dev-k8s-lc869-16","dev-k8s-lc869-17","dev-k8s-lc869-18","dev-k8s-lc869-19"
1747871147000,7,7,7,6,6,5,5,6,5,6,5,6,7,7,6,5,7,6,7
1747871148000,7,7,7,7,6,6,5,6,5,6,5,6,7,7,8,6,7,6,7
1747871149000,7,7,5,7,6,6,5,6,5,6,5,6,7,6,8,6,7,6,7
1747871150000,7,7,5,7,6,6,5,6,5,6,6,6,6,6,8,6,7,6,7
1747871151000,7,7,5,7,6,6,5,7,5,6,6,6,6,6,8,6,7,6,7
1747871152000,7,7,5,7,6,6,5,7,5,6,6,6,6,6,8,6,6,6,6
1747871153000,7,7,5,6,6,6,6,7,5,6,6,6,6,6,5,6,6,6,6
1747871154000,7,7,5,6,6,6,6,7,5,6,6,6,6,5,5,6,6,6,6
1747871155000,7,7,5,6,6,6,6,7,5,5,5,6,6,5,5,6,6,6,6
1747871156000,7,7,5,6,7,6,6,5,5,5,5,6,6,5,5,6,6,6,6
1747871157000,7,7,5,6,7,6,6,5,6,5,5,6,6,5,5,6,7,6,6
1747871158000,7,7,5,7,7,6,6,5,6,5,5,6,6,5,5,6,7,6,6
1747871159000,7,7,6,7,7,6,6,5,6,5,5,6,6,6,5,6,7,6,6
1747871160000,7,6,6,7,7,6,6,5,6,6,5,6,6,6,5,6,7,6,6
1747871161000,7,6,6,7,6,6,6,7,6,6,5,5,6,6,5,6,7,6,6
1747871162000,7,6,6,7,6,6,6,7,4,6,5,5,6,6,5,6,6,6,6
1747871163000,7,6,6,7,6,6,6,7,4,6,5,5,6,6,5,6,6,6,6
1747871164000,7,6,6,7,6,6,6,7,4,6,5,5,6,6,5,6,6,6,6
1747871165000,7,6,6,7,6,6,6,7,4,5,5,5,6,6,5,6,6,6,6
1747871166000,7,6,6,7,7,6,6,6,4,5,5,6,6,6,5,6,6,6,6
1747871167000,7,6,6,7,7,6,6,6,5,5,5,6,6,6,5,6,6,6,6
1747871168000,7,6,6,5,7,6,6,6,5,5,5,6,6,6,6,7,6,6,6
1747871169000,7,6,5,5,7,6,6,6,5,5,5,6,6,7,6,7,6,6,6
1747871170000,7,6,5,5,7,6,6,6,5,6,6,6,6,7,6,7,6,6,6
1747871171000,7,6,5,5,6,6,6,5,5,6,6,5,6,7,6,7,6,6,5
1747871172000,7,6,5,5,6,6,6,5,6,6,6,5,6,7,6,7,6,6,5
1747871173000,5,6,5,4,6,4,5,5,6,6,6,5,6,7,4,4,6,5,5
1747871174000,5,6,4,4,6,4,5,5,6,6,6,5,6,4,4,4,6,5,5
1747871175000,5,4,4,4,6,4,5,5,6,3,4,5,5,4,4,4,6,5,5
1747871176000,5,4,4,4,2,4,5,3,6,3,4,2,5,4,4,4,6,5,3
1747871177000,5,4,4,4,2,4,5,3,3,3,4,2,5,4,4,4,5,5,3
1747871178000,3,4,4,1,2,4,4,3,3,3,4,2,5,4,3,3,5,2,3
1747871179000,3,4,1,1,2,4,4,3,3,3,4,2,5,6,3,3,5,2,3
1747871180000,3,4,1,1,2,4,4,3,3,4,1,2,3,6,3,3,5,2,3
1747871181000,3,4,1,1,1,4,4,3,3,4,1,4,3,6,3,3,5,2,2
1747871182000,3,4,1,1,1,4,4,3,1,4,1,4,3,6,3,3,4,2,2
1747871183000,4,4,1,1,1,4,4,3,1,4,1,4,3,6,1,1,4,1,2
1747871184000,4,4,1,1,1,4,4,3,1,4,1,4,3,4,1,1,4,1,2
1747871185000,4,1,1,1,1,4,4,3,1,1,1,4,1,4,1,1,4,1,2
1747871186000,4,1,1,1,1,4,4,3,1,1,1,1,1,4,1,1,4,1,1
1747871187000,4,1,1,1,1,4,4,3,1,1,1,1,1,4,1,1,1,1,1
1747871188000,1,1,1,1,1,1,1,3,1,1,1,1,1,4,1,1,1,1,1
1747871189000,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1
1747871190000,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1
1747871191000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1747871192000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1747871193000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1747871194000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1747871195000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1747871196000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1747871197000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1747871198000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1747871199000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1747871200000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1747871201000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1747871202000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1747871203000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1747871204000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1747871205000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1747871206000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1747871207000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1747871208000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1747871209000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1747871210000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1747871211000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1747871212000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1747871213000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1747871214000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1747871215000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1747871216000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1747871217000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1747871218000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1747871219000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1747871220000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1747871221000,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2
1747871222000,1,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,2,1,2
1747871223000,3,1,1,3,2,5,3,1,2,1,1,2,1,1,3,2,2,3,2
1747871224000,3,1,3,3,2,5,3,1,2,1,1,2,1,7,3,2,2,3,2
1747871225000,3,4,3,3,2,5,3,1,2,4,3,2,4,7,3,2,2,3,2
1747871226000,3,4,3,3,4,5,3,4,2,4,3,4,4,7,3,2,2,3,5
1747871227000,3,4,3,3,4,5,3,4,5,4,3,4,4,7,3,2,5,3,5
1747871228000,5,4,3,5,4,7,6,4,5,4,3,4,4,7,4,5,5,5,5
1747871229000,5,4,4,5,4,7,6,4,5,4,3,4,4,7,4,5,5,5,5
1747871230000,5,4,4,5,4,7,6,4,5,4,4,4,5,7,4,5,5,5,5
1747871231000,5,4,4,5,4,7,6,5,5,4,4,4,5,7,4,5,5,5,5
1747871232000,5,4,4,5,4,7,6,5,6,4,4,4,5,7,4,5,5,5,5
1747871233000,5,4,4,5,4,6,5,5,6,4,4,4,5,7,5,6,5,5,5
1747871234000,5,4,5,5,4,6,5,5,6,4,4,4,5,6,5,6,5,5,5
1747871235000,5,5,5,5,4,6,5,5,6,6,3,4,6,6,5,6,5,5,5
1747871236000,5,5,5,5,5,6,5,5,6,6,3,4,6,6,5,6,5,5,6
1747871237000,5,5,5,5,5,6,5,5,6,6,3,4,6,6,5,6,6,5,6
1747871238000,6,5,5,5,5,6,5,5,6,6,3,4,6,6,4,7,6,6,6
1747871239000,6,5,5,5,5,6,5,5,6,6,3,4,6,7,4,7,6,6,6
1747871240000,6,5,5,5,5,6,5,5,6,6,5,4,7,7,4,7,6,6,6
1747871241000,6,5,5,5,6,6,5,7,6,6,5,5,7,7,4,7,6,6,6
1747871242000,6,5,5,5,6,6,5,7,5,6,5,5,7,7,4,7,6,6,6
1747871243000,6,5,5,5,6,6,5,7,5,6,5,5,7,7,6,6,6,5,6
1747871244000,6,5,6,5,6,6,5,7,5,6,5,5,7,6,6,6,6,5,6
1747871245000,6,5,6,5,6,6,5,7,5,6,5,5,6,6,6,6,6,5,6
1747871246000,6,5,6,5,5,6,5,6,5,6,5,6,6,6,6,6,6,5,6
1747871247000,6,5,6,5,5,6,5,6,6,6,5,6,6,6,6,6,7,5,6
1747871248000,6,5,6,6,5,5,6,6,6,6,5,6,6,6,6,7,7,7,6
1747871249000,6,5,5,6,5,5,6,6,6,6,5,6,6,6,6,7,7,7,6
1747871250000,6,6,5,6,5,5,6,6,6,6,4,6,6,6,6,7,7,7,6
1747871251000,6,6,5,6,5,5,6,6,6,6,4,6,6,6,6,7,7,7,6
1747871252000,6,6,5,6,5,5,6,6,5,6,4,6,6,6,6,7,7,7,6
1747871253000,6,6,5,7,5,5,6,6,5,6,4,6,6,6,4,6,7,6,6
1747871254000,6,6,5,7,5,5,6,6,5,6,4,6,6,7,4,6,7,6,6
1747871255000,6,6,5,7,5,5,6,6,5,5,6,6,7,7,4,6,7,6,6
1747871256000,6,6,5,7,6,5,6,7,5,5,6,5,7,7,4,6,7,6,6
1747871257000,6,6,5,7,6,5,6,7,6,5,6,5,7,7,4,6,6,6,6
1747871258000,6,6,5,8,6,6,6,7,6,5,6,5,7,7,4,7,6,7,6
1747871259000,6,6,5,8,6,6,6,7,6,5,6,5,7,6,4,7,6,7,6
1747871260000,6,5,5,8,6,6,6,7,6,6,6,5,5,6,4,7,6,7,6
1747871261000,6,5,5,8,6,6,6,6,6,6,6,5,5,6,4,7,6,7,7
1747871262000,6,5,5,8,6,6,6,6,5,6,6,5,5,6,4,7,7,7,7
1747871263000,6,5,5,6,6,5,6,6,5,6,6,5,5,6,4,5,7,5,7
1747871264000,6,5,6,6,6,5,6,6,5,6,6,5,5,7,4,5,7,5,7
1747871265000,6,6,6,6,6,5,6,6,5,6,6,5,6,7,4,5,7,5,7
1747871266000,6,6,6,6,5,5,6,7,5,6,6,6,6,7,4,5,7,5,6
1747871267000,6,6,6,6,5,5,6,7,4,6,6,6,6,7,4,5,5,5,6
1747871268000,6,6,6,7,5,6,5,7,4,6,6,6,6,7,5,6,5,6,6
1747871269000,6,6,6,7,5,6,5,7,4,6,6,6,6,6,5,6,5,6,6
1747871270000,6,6,6,7,5,6,5,7,4,7,6,6,7,6,5,6,5,6,6
1747871271000,6,6,6,7,6,6,5,7,4,7,6,6,7,6,5,6,5,6,6
1747871272000,6,6,6,7,6,6,5,7,6,7,6,6,7,6,5,6,6,6,7
1747871273000,6,6,6,6,6,5,5,7,6,7,6,6,7,6,5,6,6,7,7
1747871274000,6,6,6,6,6,5,5,7,6,7,6,6,7,6,5,6,6,7,7
1747871275000,6,6,6,6,6,5,5,7,6,8,6,6,5,6,5,6,6,7,7
1747871276000,6,6,6,6,7,5,5,6,6,8,6,6,5,6,5,6,6,7,6
1747871277000,6,6,6,6,7,5,5,6,7,8,6,6,5,6,5,6,7,7,6
1747871278000,6,6,6,5,7,5,6,6,7,8,6,6,5,6,6,7,7,7,6
1747871279000,6,6,6,5,7,5,6,6,7,8,6,6,5,6,6,7,7,7,6
1747871280000,6,6,6,5,7,5,6,6,7,7,5,6,6,6,6,7,7,7,6
1747871281000,6,6,6,5,7,5,6,7,7,7,5,5,6,6,6,7,7,7,7
1747871282000,6,6,6,5,7,5,6,7,6,7,5,5,6,6,6,7,7,7,7
1747871283000,6,6,6,6,7,5,5,7,6,7,5,5,6,6,6,6,7,7,7
1747871284000,6,6,6,6,7,5,5,7,6,7,5,5,6,7,6,6,7,7,7
1747871285000,6,6,6,6,7,5,5,7,6,6,5,5,6,7,6,6,7,7,7
1747871286000,6,6,6,6,6,5,5,7,6,6,5,5,6,7,6,6,7,7,7
1747871287000,6,6,6,6,6,5,5,7,6,6,5,5,6,7,6,6,6,7,7
1747871288000,7,6,6,7,6,5,5,7,6,6,5,5,6,7,6,7,6,7,7
1747871289000,7,6,6,7,6,5,5,7,6,6,5,5,6,5,6,7,6,7,7
1747871290000,7,6,6,7,6,5,5,7,6,6,5,5,6,5,6,7,6,7,7
1747871291000,7,6,6,7,7,5,5,5,6,6,5,5,6,5,6,7,6,7,6
1747871292000,7,6,6,7,7,5,5,5,7,6,5,5,6,5,6,7,6,7,6
1747871293000,5,6,6,6,7,6,5,5,7,6,5,5,6,5,5,6,6,6,6
1747871294000,5,6,6,6,7,6,5,5,7,6,5,5,6,7,5,6,6,6,6
1747871295000,5,4,6,6,7,6,5,5,7,6,5,5,6,7,5,6,6,6,6
1747871296000,5,4,6,6,7,6,5,7,7,6,6,5,6,7,5,6,6,6,7
1747871297000,5,4,6,6,7,6,5,7,6,6,6,5,6,7,5,6,6,6,7
1747871298000,6,4,6,7,7,5,7,7,6,6,6,5,6,7,6,6,6,6,7
1747871299000,6,4,6,7,7,5,7,7,6,6,6,5,6,6,6,6,6,6,7
1747871300000,6,6,6,7,7,5,7,7,6,8,6,5,6,6,6,6,6,6,7
1747871301000,6,6,6,7,7,5,7,7,6,8,6,6,6,6,6,6,6,6,6
1747871302000,6,6,6,7,7,5,7,7,5,8,6,6,6,6,6,6,7,6,6
1747871303000,6,6,6,8,7,5,7,7,5,8,6,6,6,6,5,5,7,6,6
1747871304000,6,6,7,8,7,5,7,7,5,8,6,6,6,7,5,5,7,6,6
1747871305000,6,7,7,8,7,5,7,7,5,6,5,6,6,7,5,5,7,6,6
1747871306000,6,7,7,8,7,5,7,5,5,6,5,6,6,7,5,5,7,6,6
1747871307000,6,7,7,8,7,5,7,5,5,6,5,6,6,7,5,5,7,6,6
1747871308000,5,7,7,6,7,5,6,5,5,6,5,6,6,7,6,5,7,6,6
1747871309000,5,7,5,6,7,5,6,5,5,6,5,6,6,6,6,5,7,6,6
1747871310000,5,5,5,6,7,5,6,5,5,6,5,6,7,6,6,5,7,6,6
1747871311000,5,5,5,6,6,5,6,6,5,6,5,6,7,6,6,5,7,6,5
1747871312000,5,5,5,6,6,5,6,6,5,6,5,6,7,6,6,5,6,6,5
1747871313000,6,5,5,6,6,6,5,6,5,6,5,6,7,6,5,5,6,6,5
1747871314000,6,5,6,6,6,6,5,6,5,6,5,6,7,6,5,5,6,6,5
1747871315000,6,5,6,6,6,6,5,6,5,5,5,6,6,6,5,5,6,6,5
1747871316000,6,5,6,6,4,6,5,6,5,5,5,4,6,6,5,5,6,6,5
1747871317000,6,5,6,6,4,6,5,6,4,5,5,4,6,6,5,5,5,6,5
1747871318000,5,5,6,5,4,3,4,6,4,5,5,4,6,6,4,4,5,4,5
1747871319000,5,5,4,5,4,3,4,6,4,5,5,4,6,4,4,4,5,4,5
1747871320000,5,3,4,5,4,3,4,6,4,3,1,4,4,4,4,4,5,4,5
1747871321000,5,3,4,5,3,3,4,3,4,3,1,4,4,4,4,4,5,4,4
1747871322000,5,3,4,5,3,3,4,3,4,3,1,4,4,4,4,4,4,4,4
1747871323000,4,3,4,4,3,4,4,3,4,3,1,4,4,4,3,5,4,4,4
1747871324000,4,3,1,4,3,4,4,3,4,3,1,4,4,4,3,5,4,4,4
1747871325000,4,1,1,4,3,4,4,3,4,4,1,4,4,4,3,5,4,4,4
1747871326000,4,1,1,4,3,4,4,4,4,4,1,4,4,4,3,5,4,4,4
1747871327000,4,1,1,4,3,4,4,4,1,4,1,4,4,4,3,5,4,4,4
1747871328000,1,1,1,2,3,1,1,4,1,4,1,4,4,4,1,4,4,4,4
1747871329000,1,1,1,2,3,1,1,4,1,4,1,4,4,1,1,4,4,4,4
1747871330000,1,1,1,2,3,1,1,4,1,1,1,4,1,1,1,4,4,4,4
1747871331000,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,4,4,4,1
1747871332000,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,4,1,4,1
1747871333000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1747871334000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1747871335000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1747871336000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1747871337000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1747871338000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1747871339000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1747871340000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1747871341000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1747871342000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1747871343000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1747871344000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1747871345000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1747871346000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1747871347000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1747871348000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1747871349000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1747871350000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1747871351000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1747871352000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1747871353000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1747871354000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1747871355000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1747871356000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1747871357000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1747871358000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1747871359000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1747871360000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1747871361000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1747871362000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1747871363000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1747871364000,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1
1747871365000,1,1,1,1,1,1,1,1,1,3,2,1,2,6,1,1,1,1,1
1747871366000,1,1,1,1,2,1,1,3,1,3,2,3,2,6,1,1,1,1,3
1747871367000,1,1,1,1,2,1,1,3,3,3,2,3,2,6,1,1,3,1,3
