"Time","dev-k8s-lc869-01","dev-k8s-lc869-02","dev-k8s-lc869-03","dev-k8s-lc869-04","dev-k8s-lc869-05","dev-k8s-lc869-06","dev-k8s-lc869-07","dev-k8s-lc869-08","dev-k8s-lc869-09","dev-k8s-lc869-10","dev-k8s-lc869-11","dev-k8s-lc869-12","dev-k8s-lc869-13","dev-k8s-lc869-14","dev-k8s-lc869-15","dev-k8s-lc869-16","dev-k8s-lc869-17","dev-k8s-lc869-18","dev-k8s-lc869-19"
1748364995000,7,4,6,5,6,4,3,7,7,7,5,4,3,6,3,3,5,6,6
1748364996000,7,4,6,5,6,4,3,7,7,6,5,4,3,6,3,4,5,6,6
1748364997000,7,4,6,3,6,4,3,6,6,6,5,4,3,6,3,4,4,6,6
1748364998000,7,4,6,3,6,4,3,6,6,6,5,4,3,6,3,4,4,7,6
1748364999000,7,4,5,3,6,4,3,6,6,6,5,4,3,6,3,4,4,7,6
1748365000000,6,4,5,3,6,4,3,6,6,6,5,4,3,6,3,4,4,7,6
1748365001000,6,4,5,3,6,4,3,6,6,6,5,2,3,6,3,3,4,7,6
1748365002000,6,4,5,3,4,4,3,4,4,6,5,2,3,6,3,3,4,7,6
1748365003000,6,4,5,3,4,4,3,4,4,6,5,2,3,6,3,3,4,5,6
1748365004000,6,4,3,3,4,3,3,4,4,6,5,2,3,6,3,3,4,5,6
1748365005000,6,3,3,3,4,3,3,4,4,6,3,2,3,6,3,3,4,5,4
1748365006000,6,3,3,3,4,3,3,4,4,5,3,5,3,6,3,3,4,5,4
1748365007000,6,3,3,3,4,3,3,6,4,5,3,5,3,6,3,3,3,5,4
1748365008000,6,3,3,3,4,3,2,6,4,5,3,5,3,5,3,3,3,5,4
1748365009000,6,3,4,3,4,3,2,6,4,5,3,5,3,5,3,3,3,5,4
1748365010000,6,3,4,3,4,3,2,6,4,5,3,5,3,5,3,3,3,5,6
1748365011000,6,3,4,3,4,3,2,6,4,5,3,5,3,5,3,3,3,5,6
1748365012000,6,3,4,3,3,3,2,3,3,5,3,5,3,5,3,3,3,5,6
1748365013000,6,3,4,3,3,3,2,3,3,5,3,5,3,3,3,3,3,3,6
1748365014000,6,3,2,3,3,3,2,3,3,5,3,5,3,3,3,3,3,3,6
1748365015000,1,2,2,3,3,3,2,3,3,5,2,5,3,3,3,3,3,3,2
1748365016000,1,2,2,3,3,3,2,3,3,1,2,3,3,3,3,1,3,3,2
1748365017000,1,2,2,3,2,3,2,1,2,1,2,3,3,3,1,1,3,3,2
1748365018000,1,2,2,3,2,3,1,1,2,1,2,3,3,2,1,1,3,1,2
1748365019000,1,2,2,3,2,1,1,1,2,1,2,3,3,2,1,1,3,1,2
1748365020000,1,2,2,3,2,1,1,1,2,1,2,3,3,2,1,1,3,1,1
1748365021000,1,2,2,3,2,1,1,1,2,1,2,1,3,2,1,1,3,1,1
1748365022000,1,2,2,3,2,1,1,1,2,1,2,1,3,2,1,1,3,1,1
1748365023000,1,2,2,3,2,1,1,1,2,1,2,1,3,1,1,1,3,1,1
1748365024000,1,2,2,3,2,1,1,1,2,1,2,1,3,1,1,1,3,1,1
1748365025000,1,1,2,3,2,1,1,1,2,1,1,1,3,1,1,1,3,1,1
1748365026000,1,1,2,3,2,1,1,1,2,1,1,1,3,1,1,1,3,1,1
1748365027000,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
1748365028000,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
1748365029000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
1748365030000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
1748365031000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
1748365032000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1748365033000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1748365034000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1748365035000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1748365036000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1748365037000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1748365038000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1748365039000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1748365040000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
